datetime,pm25,pm10,no2,o3,so2,co,aod,dust,temp,humidity,wind_spd,wind_dir,wind_gust,pressure,precip,cloud,blh
2024-06-14 14:00:00,8.4,12.2,5.0,116.0,17.3,178.0,0.12,1.0,23.8,42,2.41,265,6.7,917.5,0.0,36,
2024-06-14 15:00:00,7.2,10.4,3.7,112.0,12.8,165.0,0.1,1.0,23.9,41,2.51,241,6.8,917.5,0.0,30,
2024-06-14 16:00:00,6.4,9.3,3.2,106.0,9.5,156.0,0.09,1.0,24.0,43,3.01,195,6.9,917.4,0.0,47,
2024-06-14 17:00:00,10.0,14.2,5.8,109.0,15.8,168.0,0.08,0.0,23.9,42,3.57,191,7.8,917.2,0.0,28,
2024-06-14 18:00:00,8.7,12.4,9.0,103.0,20.9,185.0,0.06,0.0,24.4,44,2.64,217,6.0,916.9,0.0,48,
2024-06-14 19:00:00,8.9,12.8,13.5,94.0,28.1,209.0,0.05,0.0,21.5,60,1.34,207,5.7,916.7,0.0,6,
2024-06-14 20:00:00,10.7,15.2,17.0,85.0,34.1,239.0,0.04,0.0,22.4,48,0.45,153,2.7,917.4,0.0,2,
2024-06-14 21:00:00,15.0,21.4,18.7,76.0,38.2,281.0,0.04,0.0,18.9,55,1.3,180,2.8,916.7,0.0,0,
2024-06-14 22:00:00,15.8,22.6,19.4,68.0,41.2,328.0,0.04,0.0,17.9,51,1.4,180,3.6,916.6,0.0,14,
2024-06-14 23:00:00,16.1,23.1,19.6,61.0,42.4,356.0,0.05,0.0,17.2,47,1.9,177,4.3,916.8,0.0,18,
2024-06-15 00:00:00,16.1,23.1,19.1,56.0,40.7,350.0,0.06,0.0,16.3,44,1.41,172,4.4,916.4,0.0,6,
2024-06-15 01:00:00,15.3,21.8,18.1,53.0,37.2,326.0,0.06,0.0,15.9,43,1.14,165,3.6,915.9,0.0,2,
2024-06-15 02:00:00,14.7,21.0,17.6,51.0,35.2,308.0,0.07,0.0,15.8,42,0.95,162,3.3,915.5,0.0,0,
2024-06-15 03:00:00,14.8,21.1,18.1,47.0,36.2,306.0,0.07,0.0,15.1,46,0.85,159,2.8,914.9,0.0,0,
2024-06-15 04:00:00,15.5,22.1,19.0,44.0,38.8,310.0,0.07,0.0,19.1,32,0.41,166,2.1,916.1,0.0,2,
2024-06-15 05:00:00,9.1,13.1,9.7,37.0,15.4,244.0,0.06,0.0,19.5,32,0.36,214,1.1,916.3,0.0,2,
2024-06-15 06:00:00,9.9,14.1,12.1,52.0,24.5,250.0,0.06,0.0,18.8,60,0.67,27,2.4,916.0,0.0,1,
2024-06-15 07:00:00,12.5,18.0,15.3,73.0,37.0,258.0,0.07,1.0,20.0,63,1.4,4,3.2,916.3,0.0,3,
2024-06-15 08:00:00,11.3,16.4,17.2,91.0,45.9,261.0,0.08,1.0,21.4,59,1.5,360,4.0,917.0,0.0,1,
2024-06-15 09:00:00,11.0,16.1,16.7,103.0,47.8,255.0,0.09,1.0,22.8,56,1.41,352,4.2,917.2,0.0,23,
2024-06-15 10:00:00,10.8,15.7,14.9,112.0,46.0,245.0,0.11,1.0,23.8,52,1.58,342,4.7,917.5,0.0,28,
2024-06-15 11:00:00,10.7,15.5,13.1,121.0,43.7,236.0,0.14,1.0,24.4,47,0.67,333,4.6,917.6,0.0,43,
2024-06-15 12:00:00,11.4,16.5,11.7,130.0,41.6,230.0,0.17,1.0,25.1,42,1.63,259,5.4,917.9,0.0,63,
2024-06-15 13:00:00,12.7,18.6,10.2,138.0,38.9,226.0,0.2,1.0,25.2,42,2.48,313,5.9,917.5,0.0,20,
2024-06-15 14:00:00,13.1,19.1,9.2,143.0,36.3,222.0,0.2,1.0,25.3,42,0.6,180,6.2,917.6,0.0,23,
2024-06-15 15:00:00,13.5,19.7,8.6,145.0,33.9,219.0,0.21,1.0,25.9,41,0.81,263,3.9,917.5,0.0,30,
2024-06-15 16:00:00,17.2,25.1,8.4,144.0,31.7,217.0,0.21,1.0,25.9,43,2.02,250,5.0,917.3,0.0,18,
2024-06-15 17:00:00,8.7,12.5,5.5,139.0,18.6,176.0,0.15,0.0,25.2,45,2.12,262,5.5,917.4,0.0,17,
2024-06-15 18:00:00,10.2,14.8,8.1,132.0,23.2,204.0,0.13,0.0,24.7,60,0.2,270,3.5,917.1,0.0,14,
2024-06-15 19:00:00,10.1,14.6,11.6,122.0,29.4,242.0,0.11,0.0,24.9,44,0.41,14,1.3,917.1,0.0,47,
2024-06-15 20:00:00,13.5,19.4,14.3,109.0,33.6,275.0,0.1,0.0,25.0,44,0.51,169,1.1,917.5,0.0,2,
2024-06-15 21:00:00,15.3,22.0,15.5,93.0,34.3,298.0,0.1,0.0,24.5,45,0.92,167,1.7,917.6,0.0,1,
2024-06-15 22:00:00,14.0,20.1,15.9,75.0,33.0,315.0,0.1,0.0,24.4,43,0.9,180,1.9,917.5,0.0,0,
2024-06-15 23:00:00,13.6,19.6,15.5,60.0,30.3,320.0,0.1,0.0,23.0,45,0.86,216,1.7,917.2,0.0,0,
2024-06-16 00:00:00,12.5,17.9,14.1,52.0,25.3,306.0,0.1,0.0,19.8,55,1.68,197,2.6,916.4,0.0,0,
2024-06-16 01:00:00,11.1,16.0,12.0,47.0,18.9,279.0,0.1,0.0,19.9,49,1.75,193,3.1,916.3,0.0,0,
2024-06-16 02:00:00,10.2,14.7,10.3,44.0,14.0,257.0,0.11,0.0,22.0,39,1.21,204,2.8,916.8,0.0,0,
2024-06-16 03:00:00,9.5,13.6,9.2,40.0,11.5,245.0,0.1,0.0,21.6,39,0.72,214,2.1,916.9,0.0,0,
2024-06-16 04:00:00,8.8,12.7,8.6,39.0,10.5,236.0,0.11,0.0,21.8,37,0.89,207,1.7,917.2,0.0,29,
2024-06-16 05:00:00,7.2,10.2,5.8,39.0,7.0,247.0,0.09,0.0,21.8,35,0.86,216,1.8,917.5,0.0,19,
2024-06-16 06:00:00,8.6,12.5,8.4,57.0,14.8,245.0,0.09,1.0,20.8,60,0.45,27,2.1,917.5,0.0,26,
2024-06-16 07:00:00,11.7,17.5,11.8,81.0,25.4,241.0,0.09,2.0,21.5,61,0.7,360,2.5,918.2,0.0,21,
2024-06-16 08:00:00,11.6,17.7,13.9,102.0,33.0,236.0,0.09,3.0,23.2,55,0.5,307,2.8,918.7,0.0,19,
2024-06-16 09:00:00,11.0,16.9,13.3,115.0,34.9,228.0,0.09,3.0,24.3,53,1.04,343,3.7,918.7,0.0,1,
2024-06-16 10:00:00,10.2,15.7,11.2,123.0,33.7,217.0,0.1,3.0,25.6,50,1.08,22,4.1,919.0,0.0,0,
2024-06-16 11:00:00,9.9,15.1,9.2,131.0,31.5,208.0,0.1,3.0,26.5,48,1.36,36,4.7,919.2,0.0,0,
2024-06-16 12:00:00,9.7,14.8,7.5,139.0,28.5,200.0,0.11,3.0,27.5,44,1.24,14,4.5,919.0,0.0,15,
2024-06-16 13:00:00,9.7,14.7,5.9,145.0,24.6,193.0,0.12,2.0,27.9,39,0.36,214,4.4,918.8,0.0,20,
2024-06-16 14:00:00,9.2,13.9,4.7,149.0,21.2,187.0,0.12,2.0,28.4,34,0.61,261,3.5,918.7,0.0,22,
2024-06-16 15:00:00,8.7,13.2,4.0,149.0,18.5,182.0,0.12,2.0,28.8,32,0.67,207,3.4,918.5,0.0,32,
2024-06-16 16:00:00,8.1,12.3,3.9,146.0,16.4,178.0,0.11,2.0,28.7,32,1.78,232,4.5,918.5,0.0,26,
2024-06-16 17:00:00,18.7,29.2,5.4,154.0,20.1,183.0,0.26,7.0,28.2,36,1.53,259,4.5,918.4,0.0,47,
2024-06-16 18:00:00,18.0,27.7,8.2,150.0,25.1,194.0,0.23,6.0,26.6,52,1.12,243,4.5,918.0,0.0,25,
2024-06-16 19:00:00,18.2,27.8,12.0,144.0,32.0,210.0,0.22,5.0,24.5,56,1.26,198,2.8,917.3,0.0,21,
2024-06-16 20:00:00,18.9,28.6,15.0,134.0,37.2,233.0,0.22,4.0,23.2,54,1.22,171,3.2,917.2,0.0,14,
2024-06-16 21:00:00,22.6,33.6,16.6,118.0,40.0,273.0,0.22,3.0,22.6,49,1.14,165,3.0,917.2,0.0,22,
2024-06-16 22:00:00,22.9,33.6,17.4,97.0,41.1,319.0,0.21,2.0,20.7,52,1.06,139,2.9,916.7,0.0,33,
2024-06-16 23:00:00,22.0,32.2,17.2,80.0,39.2,346.0,0.21,1.0,20.0,52,1.84,119,3.1,917.0,0.0,24,
2024-06-17 00:00:00,20.5,30.0,15.3,67.0,32.1,337.0,0.21,1.0,24.5,36,0.94,148,3.4,918.4,0.0,55,
2024-06-17 01:00:00,19.0,27.9,12.5,58.0,22.1,309.0,0.19,1.0,19.5,49,1.1,180,2.4,916.7,0.0,25,
2024-06-17 02:00:00,17.6,25.6,10.1,52.0,14.6,282.0,0.19,1.0,18.9,43,1.3,176,3.7,916.3,0.0,44,
2024-06-17 03:00:00,16.4,23.7,8.7,49.0,11.3,261.0,0.19,1.0,17.9,42,1.24,166,3.7,916.1,0.0,51,
2024-06-17 04:00:00,15.8,23.0,7.8,51.0,10.6,242.0,0.19,1.0,17.4,42,0.82,166,3.6,916.0,0.0,98,
2024-06-17 05:00:00,19.3,28.3,12.4,70.0,27.6,246.0,0.18,0.0,17.9,47,0.73,164,3.0,916.4,0.0,96,
2024-06-17 06:00:00,19.8,29.3,14.4,87.0,36.0,260.0,0.19,2.0,20.7,57,0.61,189,2.3,917.4,0.0,98,
2024-06-17 07:00:00,24.6,36.9,17.0,110.0,47.3,279.0,0.21,5.0,22.6,44,0.71,262,2.5,918.1,0.0,97,
2024-06-17 08:00:00,24.9,38.6,18.1,128.0,54.0,287.0,0.23,7.0,24.0,42,0.6,270,2.6,918.4,0.0,96,
2024-06-17 09:00:00,21.6,33.3,16.3,136.0,51.8,274.0,0.24,7.0,25.8,43,0.86,324,3.4,918.8,0.0,99,
2024-06-17 10:00:00,18.9,29.2,12.9,139.0,45.0,251.0,0.26,6.0,26.5,43,0.45,27,3.5,919.1,0.0,100,
2024-06-17 11:00:00,17.6,27.2,9.9,143.0,38.5,231.0,0.27,5.0,27.7,40,0.72,304,3.8,919.4,0.0,94,
2024-06-17 12:00:00,16.5,25.4,7.7,151.0,33.7,219.0,0.3,4.0,27.8,41,2.16,326,5.7,919.1,0.0,51,
2024-06-17 13:00:00,16.9,26.0,5.9,161.0,29.3,210.0,0.32,4.0,28.3,39,1.48,298,5.7,919.0,0.0,87,
2024-06-17 14:00:00,15.5,23.5,4.7,166.0,25.6,203.0,0.34,3.0,28.4,37,1.33,257,5.0,918.8,0.0,74,
2024-06-17 15:00:00,14.4,21.5,4.2,165.0,22.6,196.0,0.36,2.0,28.3,37,2.61,212,6.4,919.0,0.0,67,
2024-06-17 16:00:00,13.4,20.0,4.5,159.0,20.3,191.0,0.31,2.0,28.5,36,1.77,223,6.5,918.5,0.0,81,
2024-06-17 17:00:00,21.0,32.4,5.3,143.0,17.6,188.0,0.44,7.0,27.7,37,2.55,259,5.3,918.4,0.0,93,
2024-06-17 18:00:00,21.1,32.4,7.6,135.0,20.7,210.0,0.36,6.0,27.2,50,1.03,241,4.6,918.3,0.0,50,
2024-06-17 19:00:00,21.8,33.3,10.7,122.0,25.0,241.0,0.34,4.0,24.5,57,1.66,205,3.0,917.7,0.0,21,
2024-06-17 20:00:00,24.3,36.1,13.0,110.0,28.0,265.0,0.3,3.0,23.5,50,1.91,174,4.4,917.9,0.0,8,
2024-06-17 21:00:00,24.7,36.2,14.0,97.0,29.0,277.0,0.27,2.0,22.2,48,1.71,159,4.4,917.9,0.0,16,
2024-06-17 22:00:00,24.6,35.7,14.1,84.0,28.8,281.0,0.28,2.0,21.3,47,2.4,163,5.3,917.4,0.0,33,
2024-06-17 23:00:00,22.8,33.2,13.7,74.0,27.2,279.0,0.31,2.0,20.3,51,2.28,165,6.0,917.1,0.0,39,
2024-06-18 00:00:00,21.9,31.8,12.4,67.0,23.3,267.0,0.27,2.0,20.0,51,1.53,169,5.4,917.0,0.0,19,
2024-06-18 01:00:00,20.1,29.2,10.6,63.0,18.1,249.0,0.24,2.0,20.7,47,2.02,171,4.8,916.8,0.0,11,
2024-06-18 02:00:00,19.3,27.8,9.0,60.0,14.0,233.0,0.24,2.0,20.1,49,1.73,170,4.9,916.6,0.0,13,
2024-06-18 03:00:00,18.2,26.2,7.9,56.0,11.5,222.0,0.22,2.0,19.4,50,1.73,170,4.5,916.6,0.0,5,
2024-06-18 04:00:00,17.2,24.9,7.1,54.0,10.1,214.0,0.21,1.0,18.8,50,1.55,165,4.5,916.8,0.0,41,
2024-06-18 05:00:00,14.2,20.1,6.5,48.0,9.0,236.0,0.18,0.0,18.8,52,1.87,164,4.6,917.1,0.0,69,
2024-06-18 06:00:00,15.7,22.7,9.0,66.0,17.4,243.0,0.17,1.0,21.0,55,1.8,183,6.4,917.8,0.1,92,
2024-06-18 07:00:00,18.2,26.5,12.2,91.0,28.7,251.0,0.17,1.0,23.2,54,2.62,187,6.5,918.8,0.2,18,
2024-06-18 08:00:00,18.1,26.9,13.7,110.0,35.0,249.0,0.18,2.0,25.8,47,2.11,5,5.2,919.6,0.0,60,
2024-06-18 09:00:00,14.8,22.2,11.7,119.0,31.3,227.0,0.22,2.0,26.1,46,0.28,315,5.0,919.4,0.0,26,
2024-06-18 10:00:00,12.4,18.7,7.9,123.0,22.6,194.0,0.29,3.0,27.3,40,3.89,224,8.9,920.0,0.0,27,
2024-06-18 11:00:00,13.2,19.8,4.9,125.0,15.7,169.0,0.3,3.0,28.6,33,3.21,275,8.8,920.0,0.0,41,
2024-06-18 12:00:00,10.9,16.2,3.8,128.0,13.2,161.0,0.25,3.0,28.5,35,3.42,249,7.7,919.7,0.0,71,
2024-06-18 13:00:00,10.2,15.3,3.5,129.0,12.4,161.0,0.26,2.0,27.4,39,2.09,253,8.3,919.5,0.0,85,
2024-06-18 14:00:00,9.5,14.1,3.5,129.0,12.1,162.0,0.2,2.0,27.6,38,2.19,246,5.7,919.2,0.0,43,
2024-06-18 15:00:00,8.5,12.6,3.6,129.0,11.8,161.0,0.18,2.0,27.8,38,2.22,234,6.1,919.1,0.0,20,
2024-06-18 16:00:00,8.1,12.0,4.1,127.0,12.1,162.0,0.17,1.0,28.0,37,1.3,212,6.2,918.9,0.0,36,
2024-06-18 17:00:00,13.4,20.8,5.5,122.0,13.7,173.0,0.25,5.0,26.2,46,4.21,252,8.7,919.2,0.0,94,
2024-06-18 18:00:00,12.9,19.6,7.3,111.0,16.0,189.0,0.24,4.0,26.5,46,1.52,247,7.9,918.5,0.0,47,
2024-06-18 19:00:00,13.1,19.4,9.9,97.0,19.4,211.0,0.24,3.0,24.8,57,1.99,252,3.5,918.4,0.0,52,
2024-06-18 20:00:00,14.7,21.5,12.2,84.0,22.8,233.0,0.29,2.0,23.3,48,1.66,205,3.6,919.0,0.4,63,
2024-06-18 21:00:00,14.2,21.0,14.3,77.0,26.9,255.0,0.27,2.0,21.5,62,1.51,172,4.7,919.4,0.7,86,
2024-06-18 22:00:00,15.0,22.1,16.1,72.0,31.0,276.0,0.28,2.0,19.8,72,5.21,177,8.8,920.0,1.8,78,
2024-06-18 23:00:00,16.8,24.4,16.8,67.0,32.2,286.0,0.25,2.0,19.6,74,4.21,176,9.5,919.1,0.5,66,
2024-06-19 00:00:00,15.7,22.6,15.7,59.0,27.8,275.0,0.25,2.0,19.2,78,1.92,171,7.9,917.8,0.0,43,
2024-06-19 01:00:00,14.6,21.0,13.4,51.0,20.5,252.0,0.23,1.0,18.8,76,2.14,169,4.9,917.3,0.0,12,
2024-06-19 02:00:00,14.0,20.1,11.4,45.0,14.7,235.0,0.23,1.0,18.3,73,1.73,170,4.9,916.6,0.0,27,
2024-06-19 03:00:00,13.2,18.8,10.0,42.0,11.7,231.0,0.24,1.0,18.9,63,1.63,169,4.4,916.9,0.0,20,
2024-06-19 04:00:00,12.6,18.0,8.8,41.0,10.1,232.0,0.25,1.0,19.0,57,0.89,153,4.2,917.3,0.0,45,
2024-06-19 05:00:00,14.4,21.4,16.3,57.0,26.1,221.0,0.27,2.0,19.4,64,2.06,141,4.1,918.5,1.4,73,
2024-06-19 06:00:00,16.2,24.2,15.5,69.0,28.1,220.0,0.27,3.0,21.6,59,0.78,140,3.2,919.2,0.0,52,
2024-06-19 07:00:00,16.0,24.3,14.2,86.0,30.8,218.0,0.26,4.0,22.1,55,0.7,360,2.5,919.5,0.0,48,
2024-06-19 08:00:00,15.9,24.5,12.8,101.0,31.8,214.0,0.24,5.0,23.8,52,0.86,324,3.2,920.3,0.0,51,
2024-06-19 09:00:00,15.4,23.6,11.1,110.0,30.0,207.0,0.24,5.0,24.0,52,0.81,300,3.9,920.3,0.0,58,
2024-06-19 10:00:00,15.1,23.1,9.1,117.0,26.5,199.0,0.26,5.0,25.1,48,1.36,234,4.5,920.1,0.0,49,
2024-06-19 11:00:00,15.5,23.9,7.4,122.0,23.1,192.0,0.3,5.0,26.9,43,1.1,270,5.9,920.0,0.0,28,
2024-06-19 12:00:00,13.1,20.0,6.0,125.0,20.0,187.0,0.25,4.0,24.8,56,2.02,261,7.5,919.9,0.2,97,
2024-06-19 13:00:00,12.4,18.9,4.9,125.0,16.9,184.0,0.28,4.0,25.2,54,1.75,283,6.4,920.0,0.0,100,
2024-06-19 14:00:00,12.0,18.3,4.2,125.0,14.6,182.0,0.29,3.0,25.5,52,2.15,298,5.7,919.8,0.0,85,
2024-06-19 15:00:00,11.4,17.5,4.1,124.0,13.4,181.0,0.25,3.0,25.8,50,1.79,243,5.6,919.4,0.0,29,
2024-06-19 16:00:00,9.9,15.1,4.5,123.0,13.1,181.0,0.2,2.0,26.1,47,1.77,286,5.7,919.1,0.0,66,
2024-06-19 17:00:00,8.6,13.1,6.0,122.0,17.0,178.0,0.13,2.0,25.9,47,0.64,231,4.6,919.2,0.0,25,
2024-06-19 18:00:00,8.6,13.0,8.9,115.0,21.4,195.0,0.11,2.0,26.1,53,0.99,315,2.1,919.0,0.0,51,
2024-06-19 19:00:00,9.5,14.3,12.9,104.0,27.5,219.0,0.11,2.0,25.5,55,1.14,308,1.9,918.7,0.0,14,
2024-06-19 20:00:00,11.1,16.6,15.9,95.0,31.9,236.0,0.11,2.0,24.9,53,0.51,191,2.0,918.9,0.0,0,
2024-06-19 21:00:00,11.9,17.8,16.8,88.0,33.3,240.0,0.12,2.0,21.1,68,1.61,187,2.6,918.1,0.0,3,
2024-06-19 22:00:00,12.8,19.1,16.6,82.0,33.0,236.0,0.12,2.0,21.0,60,1.22,171,2.8,917.8,0.0,3,
2024-06-19 23:00:00,10.5,15.7,16.2,76.0,31.9,232.0,0.11,2.0,20.0,60,0.63,162,2.7,917.5,0.0,3,
2024-06-20 00:00:00,11.5,16.9,15.8,69.0,30.3,228.0,0.1,2.0,22.5,50,1.39,69,2.0,918.4,0.0,1,
2024-06-20 01:00:00,11.9,17.5,15.1,62.0,28.0,222.0,0.1,1.0,22.1,53,0.5,180,2.1,918.1,0.0,0,
2024-06-20 02:00:00,12.2,17.7,13.9,57.0,24.9,217.0,0.11,1.0,21.8,52,0.22,243,1.1,917.8,0.0,0,
2024-06-20 03:00:00,12.6,18.1,11.5,53.0,19.3,211.0,0.1,1.0,20.4,60,0.67,297,1.3,917.5,0.0,10,
2024-06-20 04:00:00,12.6,17.9,8.6,50.0,12.9,205.0,0.1,1.0,19.1,67,1.17,250,1.8,917.0,0.0,4,
2024-06-20 05:00:00,11.4,16.2,10.1,39.0,15.2,217.0,0.1,0.0,18.4,71,1.41,262,2.4,916.8,0.0,0,
2024-06-20 06:00:00,12.0,17.5,11.4,49.0,21.6,222.0,0.1,1.0,18.9,78,0.58,31,2.0,917.0,0.0,0,
2024-06-20 07:00:00,13.9,20.7,13.2,64.0,30.3,229.0,0.1,2.0,20.5,71,0.76,293,2.9,917.6,0.0,0,
2024-06-20 08:00:00,14.1,21.1,14.1,79.0,36.5,231.0,0.1,3.0,21.9,64,1.17,301,4.0,917.7,0.0,0,
2024-06-20 09:00:00,12.8,19.3,13.5,93.0,37.8,226.0,0.1,3.0,23.2,59,1.3,302,4.5,917.6,0.0,0,
2024-06-20 10:00:00,11.5,17.2,12.0,107.0,36.4,216.0,0.11,2.0,24.5,53,1.08,338,4.6,917.3,0.0,0,
2024-06-20 11:00:00,10.7,16.1,10.4,120.0,34.5,207.0,0.11,2.0,25.7,47,1.1,5,4.6,917.0,0.0,0,
2024-06-20 12:00:00,10.5,15.6,8.8,132.0,32.4,200.0,0.12,2.0,26.6,43,0.98,24,4.7,916.6,0.0,0,
2024-06-20 13:00:00,10.1,14.9,7.2,144.0,29.7,193.0,0.14,1.0,28.0,41,1.43,12,4.6,916.2,0.0,0,
2024-06-20 14:00:00,9.9,14.6,6.2,150.0,27.3,187.0,0.15,1.0,28.9,39,2.4,2,5.8,915.7,0.0,4,
2024-06-20 15:00:00,9.7,14.2,6.0,150.0,25.2,181.0,0.17,1.0,28.6,40,2.16,13,6.3,915.4,0.0,13,
2024-06-20 16:00:00,9.0,13.1,6.4,145.0,23.4,176.0,0.18,1.0,28.7,42,1.06,49,5.3,915.0,0.0,43,
2024-06-20 17:00:00,11.9,17.4,6.9,150.0,24.0,197.0,0.18,1.0,28.4,42,1.86,36,3.8,914.5,0.0,47,
2024-06-20 18:00:00,12.3,17.9,9.9,143.0,28.4,209.0,0.17,1.0,27.5,44,1.61,30,4.8,914.3,0.0,66,
2024-06-20 19:00:00,12.1,17.6,14.0,134.0,34.3,226.0,0.17,0.0,26.3,50,1.12,153,2.7,913.9,0.0,75,
2024-06-20 20:00:00,12.7,18.4,16.9,119.0,37.5,252.0,0.19,0.0,22.9,60,1.4,176,2.3,913.2,0.0,22,
2024-06-20 21:00:00,15.9,22.9,17.5,96.0,36.0,298.0,0.19,0.0,21.9,67,1.7,183,2.8,913.1,0.0,77,
2024-06-20 22:00:00,17.4,25.0,16.9,68.0,31.8,353.0,0.16,0.0,25.0,53,0.81,173,2.6,913.6,0.0,100,
2024-06-20 23:00:00,15.2,21.9,15.6,47.0,26.8,381.0,0.14,0.0,24.4,55,1.4,176,2.4,913.1,0.0,38,
2024-06-21 00:00:00,12.7,18.5,13.6,38.0,20.8,360.0,0.14,0.0,24.4,54,0.5,180,2.3,912.9,0.0,4,
2024-06-21 01:00:00,10.6,15.4,11.0,35.0,14.1,313.0,0.14,0.0,23.5,57,0.32,162,1.1,912.7,0.0,0,
2024-06-21 02:00:00,9.0,13.0,8.8,36.0,9.1,274.0,0.13,0.0,23.4,55,0.51,169,1.2,912.5,0.0,0,
2024-06-21 03:00:00,7.9,11.5,7.2,37.0,6.2,254.0,0.13,0.0,23.8,51,0.73,196,1.4,912.5,0.0,0,
2024-06-21 04:00:00,7.2,10.6,6.0,41.0,5.1,243.0,0.14,0.0,23.6,46,1.12,207,2.0,912.4,0.0,0,
2024-06-21 05:00:00,7.7,11.1,5.8,48.0,6.4,232.0,0.14,0.0,21.5,53,1.17,211,2.1,911.9,0.0,0,
2024-06-21 06:00:00,7.8,11.3,9.2,68.0,15.3,237.0,0.14,1.0,22.1,46,0.32,162,2.5,912.0,0.0,1,
2024-06-21 07:00:00,10.9,15.8,13.7,95.0,27.5,243.0,0.14,1.0,24.1,40,1.03,331,2.6,912.6,0.0,0,
2024-06-21 08:00:00,10.7,16.2,16.6,117.0,36.3,245.0,0.14,2.0,25.3,42,0.95,342,3.4,912.9,0.0,0,
2024-06-21 09:00:00,10.9,16.9,16.4,129.0,38.7,239.0,0.14,2.0,26.6,45,0.63,342,3.6,912.7,0.0,0,
2024-06-21 10:00:00,10.7,16.6,14.5,136.0,37.8,228.0,0.16,2.0,28.1,44,1.14,322,4.2,912.7,0.0,0,
2024-06-21 11:00:00,10.4,16.2,12.3,141.0,35.3,216.0,0.17,4.0,29.9,41,1.22,351,4.5,912.6,0.0,10,
2024-06-21 12:00:00,10.4,17.6,9.9,146.0,31.0,201.0,0.18,9.0,30.8,39,1.55,345,5.6,912.3,0.0,39,
2024-06-21 13:00:00,10.4,19.2,7.3,149.0,25.2,185.0,0.19,15.0,32.0,38,1.57,297,4.9,912.0,0.0,90,
2024-06-21 14:00:00,10.4,20.7,5.7,149.0,21.0,174.0,0.21,20.0,32.0,35,0.81,210,4.9,912.0,0.0,92,
2024-06-21 15:00:00,10.4,21.1,5.7,147.0,19.7,169.0,0.22,24.0,32.0,32,2.72,264,6.0,912.3,0.4,100,
2024-06-21 16:00:00,10.6,22.2,6.6,142.0,19.9,168.0,0.24,26.0,30.0,40,4.19,213,8.7,912.3,0.0,100,
2024-06-21 17:00:00,16.1,32.6,8.7,131.0,19.4,193.0,0.35,33.0,29.9,40,1.84,202,8.2,911.8,0.0,100,
2024-06-21 18:00:00,15.9,29.9,10.2,117.0,21.0,211.0,0.32,25.0,27.2,54,1.44,236,4.0,911.2,0.0,100,
2024-06-21 19:00:00,16.8,28.2,12.3,97.0,23.1,235.0,0.33,15.0,26.2,52,2.1,183,4.9,911.4,0.0,100,
2024-06-21 20:00:00,16.2,24.9,13.8,80.0,24.2,257.0,0.38,7.0,25.4,52,2.1,180,5.0,912.0,0.0,100,
2024-06-21 21:00:00,15.3,23.1,14.1,69.0,23.8,277.0,0.38,5.0,24.5,51,1.9,180,4.8,912.1,0.0,100,
2024-06-21 22:00:00,15.7,24.0,13.8,62.0,22.4,293.0,0.38,5.0,24.1,48,2.14,191,4.0,912.1,0.0,84,
2024-06-21 23:00:00,14.8,22.6,13.0,59.0,20.3,293.0,0.37,6.0,26.0,40,1.24,166,3.8,912.6,0.0,96,
2024-06-22 00:00:00,12.9,20.5,11.4,63.0,17.0,261.0,0.34,7.0,27.4,35,0.92,193,2.3,912.9,0.0,81,
2024-06-22 01:00:00,11.7,19.0,9.3,71.0,13.0,212.0,0.33,8.0,23.0,49,1.4,180,3.2,911.7,0.0,98,
2024-06-22 02:00:00,10.7,17.3,7.7,75.0,10.0,176.0,0.31,8.0,22.1,54,1.22,171,3.6,911.3,0.0,100,
2024-06-22 03:00:00,10.0,16.4,7.0,69.0,8.4,169.0,0.28,6.0,21.6,56,1.97,150,4.4,911.7,0.0,99,
2024-06-22 04:00:00,9.7,15.5,6.9,59.0,7.8,176.0,0.27,4.0,20.9,61,2.11,185,4.7,911.9,0.0,88,
2024-06-22 05:00:00,8.7,13.9,7.0,50.0,8.1,203.0,0.28,6.0,22.2,56,3.2,219,6.8,913.1,0.0,100,
2024-06-22 06:00:00,10.6,19.7,8.3,66.0,12.1,200.0,0.29,22.0,24.8,50,2.06,219,5.1,913.7,0.0,100,
2024-06-22 07:00:00,13.4,24.4,9.9,88.0,17.4,196.0,0.3,44.0,25.6,50,2.0,180,4.5,914.0,0.0,100,
2024-06-22 08:00:00,17.1,41.4,10.6,106.0,20.7,190.0,0.3,60.0,27.4,42,3.01,264,5.9,915.3,0.0,100,
2024-06-22 09:00:00,17.7,43.1,9.3,115.0,19.8,180.0,0.31,62.0,26.6,38,3.18,298,7.8,915.8,0.0,99,
2024-06-22 10:00:00,16.8,39.8,7.0,119.0,16.7,169.0,0.31,58.0,27.0,35,1.08,304,6.7,916.1,0.0,100,
2024-06-22 11:00:00,16.8,38.9,5.4,121.0,14.6,161.0,0.35,55.0,26.2,37,0.7,180,4.0,916.2,0.0,100,
2024-06-22 12:00:00,16.9,39.0,5.2,122.0,14.5,160.0,0.36,55.0,26.1,44,3.85,171,8.7,916.1,0.0,100,
2024-06-22 13:00:00,18.3,42.1,5.8,121.0,15.2,164.0,0.37,56.0,26.2,44,1.6,176,8.4,915.0,0.0,99,
2024-06-22 14:00:00,19.1,43.7,6.5,120.0,16.4,168.0,0.34,57.0,27.8,40,1.28,219,4.4,915.2,0.0,100,
